"Language","Meaning","Form","Form1","Length"
"Slovene","SG","imẹ̑nu","imẹ̑nu",6
"Slovene","SG","imẹ̑nu","imẹ̑nu",6
"Slovene","SG","imẹ̑nom","imẹ̑nom",7
"Slovene","DU","imẹ̑ni","imẹ̑ni",6
"Slovene","DU","imẹ̑ni","imẹ̑ni",6
"Slovene","DU","imẹ̑ni","imẹ̑ni",6
"Slovene","DU","imẹ̑noma","imẹ̑noma",8
"Slovene","DU","imẹ̑nih","imẹ̑nih",7
"Slovene","DU","imẹ̑noma","imẹ̑noma",8
"Slovene","PL","imẹ̑na","imẹ̑na",6
"Slovene","PL","imẹ̑na","imẹ̑na",6
"Slovene","PL","imẹ̑n","imẹ̑n",5
"Slovene","PL","imẹ̑nom","imẹ̑nom",7
"Slovene","PL","imẹ̑nih","imẹ̑nih",7
"Slovene","PL","imẹ̑ni","imẹ̑ni",6
"Slovene","SG","telọ̑","telọ̑",5
"Slovene","SG","telọ̑","telọ̑",5
"Slovene","SG","telẹ̑sa","telẹ̑sa",7
"Slovene","SG","telẹ̑su","telẹ̑su",7
"Slovene","SG","telẹ̑su","telẹ̑su",7
"Slovene","SG","telẹ̑som","telẹ̑som",8
"Slovene","SG","telẹ̑si","telẹ̑si",7
"Slovene","SG","telẹ̑si","telẹ̑si",7
"Slovene","SG","telẹ̑s","telẹ̑s",6
"Slovene","SG","telẹ̑soma","telẹ̑soma",9
"Slovene","SG","telẹ̑sih","telẹ̑sih",8
"Slovene","SG","telẹ̑soma","telẹ̑soma",9
"Slovene","PL","telẹ̑sa","telẹ̑sa",7
"Slovene","PL","telẹ̑sa","telẹ̑sa",7
"Slovene","PL","telẹ̑s","telẹ̑s",6
"Slovene","PL","telẹ̑som","telẹ̑som",8
"Slovene","PL","telẹ̑sih","telẹ̑sih",8
"Slovene","SG","deklȅ","deklȅ",5
"Slovene","SG","deklȅ","deklȅ",5
"Slovene","SG","deklẹ́ta","deklẹ́ta",8
"Slovene","SG","deklẹ̄tu","deklẹ̄tu",8
"Slovene","SG","deklẹ̄tu","deklẹ̄tu",8
"Slovene","SG","deklẹ́tom","deklẹ́tom",9
"Slovene","DU","deklẹ́ti","deklẹ́ti",8
"Slovene","DU","deklẹ́ti","deklẹ́ti",8
"Slovene","DU","deklẹ̑t","deklẹ̑t",7
"Slovene","DU","deklẹ̄toma","deklẹ̄toma",10
"Slovene","DU","deklẹ̑tih","deklẹ̑tih",9
"Slovene","DU","deklẹ̄toma","deklẹ̄toma",10
"Slovene","PL","deklẹ̑ta","deklẹ̑ta",8
"Slovene","PL","deklẹ̑ta","deklẹ̑ta",8
"Slovene","PL","deklẹ̑t","deklẹ̑t",7
"Slovene","PL","deklẹ̑tom","deklẹ̑tom",9
"Slovene","PL","deklẹ̑tih","deklẹ̑tih",9
"Slovene","PL","deklẹ̑ti","deklẹ̑ti",8
"Slovene","PL","a","a",1
"Slovene","PL","a","a",1
"Slovene","PL","--","",0
"Slovene","PL","em","em",2
"Slovene","PL","ih","ih",2
"Slovene","PL","i","i",1
"Slovene","SG","o","o",1
"Slovene","PL","î","î",1
"Slovene","PL","í","í",1
"Slovene","PL","ê","ê",1
"Slovene","PL","a","a",1
"Slovene","PL","êm","êm",2
"Slovene","PL","mí","mí",2
"Slovene","DU_F","êh","êh",2
"Slovene","PL","êh","êh",2
"Slovene","SG","--","",0
"Slovene","SG","--","",0
"Slovene","SG","a","a",1
"Slovene","SG","u","u",1
"Slovene","SG","u","u",1
"Slovene","SG","om","om",2
"Slovene","DU_F","ova","ova",3
"Slovene","DU_F","ova","ova",3
"Slovene","DU_F","oma","oma",3
"Slovene","DU_F","oma","oma",3
"Slovene","PL","ovi","ovi",3
"Slovene","PL","ove","ove",3
"Slovene","PL","ov","ov",2
"Slovene","PL","om","om",2
"Slovene","PL","i","i",1
"Slovene","PL","ih","ih",2
"Slovene","SG","jȁz","jȁz",3
"Slovene","SG","me","me",2
"Slovene","SG","me","me",2
"Slovene","SG","mi","mi",2
"Slovene","SG","meni","meni",4
"Slovene","SG","menoj","menoj",5
"Slovene","SG","mano","mano",4
"Slovene","SG","moj","moj",3
"Slovene","SG","tȋ","tȋ",2
"Slovene","SG","te","te",2
"Slovene","SG","te","te",2
"Slovene","SG","tebi","tebi",4
"Slovene","SG","teboj, tabo","teboj tabo",10
"Slovene","SG","tvoj","tvoj",4
"Slovene","DU_F","m","m",1
"Slovene","DU_F","f","f",1
"Slovene","DU_F","n","n",1
"Slovene","DU_F","naju","naju",4
"Slovene","DU_F","naju","naju",4
"Slovene","DU_F","nama","nama",4
"Slovene","DU_F","naju","naju",4
"Slovene","DU_F","nama","nama",4
"Slovene","DU_F","najin","najin",5
"Slovene","DU_F","m","m",1
"Slovene","DU_F","f","f",1
"Slovene","DU_F","n","n",1
"Slovene","DU_F","vaju","vaju",4
"Slovene","DU_F","vaju","vaju",4
"Slovene","DU_F","vama","vama",4
"Slovene","DU_F","vajin","vajin",5
"Slovene","PL","m","m",1
"Slovene","PL","f","f",1
"Slovene","PL","n","n",1
"Slovene","PL","nas","nas",3
"Slovene","PL","nas","nas",3
"Slovene","PL","nam","nam",3
"Slovene","PL","nas","nas",3
"Slovene","PL","nami","nami",4
"Slovene","PL","nas","nas",3
"Slovene","PL","m","m",1
"Slovene","PL","f","f",1
"Slovene","PL","n","n",1
"Slovene","PL","vas","vas",3
"Slovene","PL","vas","vas",3
"Slovene","PL","vam","vam",3
"Slovene","PL","vas","vas",3
"Slovene","PL","vami","vami",4
"Slovene","PL","vas","vas",3
"Slovene","SG","on","on",2
"Slovene","SG","ga","ga",2
"Slovene","SG","ga","ga",2
"Slovene","SG","mu","mu",2
"Slovene","SG","njem","njem",4
"Slovene","SG","njim","njim",4
"Slovene","SG","njegov","njegov",6
"Slovene","SG","ona","ona",3
"Slovene","SG","jo","jo",2
"Slovene","SG","je","je",2
"Slovene","SG","ji","ji",2
"Slovene","SG","ji","ji",2
"Slovene","SG","jo","jo",2
"Slovene","SG","njen","njen",4
"Slovene","SG","ono","ono",3
"Slovene","SG","ga","ga",2
"Slovene","SG","ga","ga",2
"Slovene","SG","mu","mu",2
"Slovene","SG","njem","njem",4
"Slovene","SG","njim","njim",4
"Slovene","SG","njegov","njegov",6
"Slovene","DU_F","va","va",2
"Slovene","DU_F","ve","ve",2
"Slovene","DU_F","ju","ju",2
"Slovene","DU_F","jih","jih",3
"Slovene","DU_F","jima","jima",4
"Slovene","DU_F","nijiu","nijiu",5
"Slovene","DU_F","njima","njima",5
"Slovene","DU_F","njun","njun",4
"Slovene","PL","oni","oni",3
"Slovene","PL","one","one",3
"Slovene","PL","ona","ona",3
"Slovene","PL","jih","jih",3
"Slovene","PL","jih","jih",3
"Slovene","PL","jim","jim",3
"Slovene","PL","njih","njih",4
"Slovene","PL","njimi","njimi",5
"Slovene","PL","njihov","njihov",6
"Bayso","SG","usu","usu",3
"Bayso","SG","ese","ese",3
"Bayso","PL","iso","iso",3
"Bayso","SG","titi","titi",4
"Bayso","SG","ti","ti",2
"Bayso","PAUC","jaa","jaa",3
"Bayso","PAUC","jejaa","jejaa",5
"Bayso","PL","allo","allo",4
"Bayso","PL","bboo","bboo",4
"Bayso","PL","aar","aar",3
"Bayso","PL","laal","laal",4
"Bayso","PL","jool","jool",4
"Bayso","PL","jolaal","jolaal",6
"Bayso","PL","l","l",1
"Avar","SG","--","",0
"Avar","PAUC","allo","allo",4
"Avar","PL","abi","abi",3
"Avar","PAUC","al","al",2
"Avar","PL","al","al",2
"Avar","PL","dul","dul",3
"Avar","SG","dun","dun",3
"Avar","SG","di-r","dir",3
"Avar","SG","di-je","dije",4
"Avar","SG","di-da","dida",4
"Avar","SG","mun","mun",3
"Avar","SG","du-r","dur",3
"Avar","SG","di-je","dije",4
"Avar","SG","du-da","duda",4
"Avar","PL","nil","nil",3
"Avar","PL","nil-er","niler",5
"Avar","PL","nil-eje","nileje",6
"Avar","PL","nil-eda","nileda",6
"Avar","PL","niz","niz",3
"Avar","PL","niz-eca","nizeca",6
"Avar","PL","niz-er","nizer",5
"Avar","PL","nie-eje","nieeje",6
"Avar","PL","niz-eda","nizeda",6
"Avar","PL","nuz","nuz",3
"Avar","PL","nuz-eca","nuzeca",6
"Avar","PL","nuz-er","nuzer",5
"Avar","PL","nuz-eje","nuzeje",6
"Avar","PL","nuz-eda","nuzeda",6
"Avar","PL","bi","bi",2
"Avar","PL","jal","jal",3
"Avar","PL","e","e",1
"Avar","PL","je","je",2
"Avar","PL","l","l",1
"Avar","PL","r","r",1
"Avar","PL","--","",0
"Avar","SG","as","as",2
"Avar","SG","as-ul","asul",4
"Avar","SG","as-e","ase",3
"Avar","SG","as-da","asda",4
"Avar","SG","as-uq","asuq",4
"Avar","SG","as-uq-e","asuqe",5
"Avar","SG","as-uq-a","asuqa",5
"Avar","PL","al","al",2
"Avar","PL","az-e","aze",3
"Avar","PL","az-uq","azuq",4
"Avar","SG","al-ul","alul",4
"Avar","SG","al-e","ale",3
"Avar","SG","al-da","alda",4
"Avar","SG","al-uq","aluq",4
"Avar","SG","al-uq-e","aluqe",5
"Avar","SG","al-uq-a","aluqa",5
"Avar","PL","al","al",2
"Avar","PL","a-e","ae",2
"Avar","PL","az-uq","azuq",4
"Avar","SG","al","al",2
"Avar","SG","aje","aje",3
"Avar","SG","ada","ada",3
"Avar","SG","aq","aq",2
"Avar","SG","aq-e","aqe",3
"Avar","SG","aq-a","aqa",3
"Avar","PL","dul-l","dull",4
"Avar","PL","du-z-e","duze",4
"Avar","PL","du-z-uq","duzuq",5
"Banyun","SG","bu","bu",2
"Banyun","PL","i","i",1
"Banyun","GPL","ti","ti",2
"Banyun","PL","ba","ba",2
"Fula","SG","a","a",1
"Fula","PL","e","e",1
"Fula","GPL","eli","eli",3
"Fula","SG","o","o",1
"Fula","SG","n","n",1
"Fula","SG","w","w",1
"Fula",NA,"--","",0
"Fula","SG","-ru","ru",2
"Fula","SG","-gal","gal",3
"Fula","SG","-nde","nde",3
"Fula","SG","-ri","ri",2
"Fula","PL","-ji","ji",2
"Fula","PL","‐ɗe","‐ɗe",3
"Hamer",NA,"--","",0
"Hamer","SG","ta","ta",2
"Hamer","PL","a","a",1
"Hamer","SG","â","â",1
"Hamer","SG","tâ","tâ",2
"Hamer","SG","no","no",2
"Hamer","SG","tóno","tóno",4
"Hamer","PL","na","na",2
"Hamer","GPL","ono","ono",3
"Hamer",NA,"ɛ̂","ɛ̂",2
"Hamer","SG","ino","ino",3
"Hamer","PL","oma","oma",3
"Hamer",NA,"ɛ","ɛ",1
"Hamer","SG","ó","ó",1
"Hamer","PL","á","á",1
"Hamer","PL","ና","ና",1
"Hamer","PL","ኃ","ኃ",1
"Hamer","SG","ኅንከ","ኅንከ",3
"Hamer","PL","ዎዲ","ዎዲ",2
"Hamer","SG","ኡ","ኡ",1
"Hamer","PL","ኞዲ","ኞዲ",2
"Hamer","SG","ቷዲ","ቷዲ",2
"Hamer","PL","ቻዲ","ቻዲ",2
"Hamer","PL","ቷዲ","ቷዲ",2
"Hamer","SG","ንኩ","ንኩ",2
"Hamer","SG","ኖ","ኖ",1
"Hamer","PL","ና","ና",1
"Hamer","SG","ንኩ","ንኩ",2
"Hamer","SG","ኖ","ኖ",1
"Hamer","PL","ና","ና",1
"Hamer","SG","ንኩ","ንኩ",2
"Hamer","SG","ኖ","ኖ",1
"Hamer","PL","ና","ና",1
"Hamer","SG","ንኩ","ንኩ",2
"Hamer","SG","ኖ","ኖ",1
"Hamer","PL","ና","ና",1
"Hamer","SG","ንኩ","ንኩ",2
"Hamer","SG","ኖ","ኖ",1
"Hamer","PL","ና","ና",1
"Hamer","SG","ንኩ","ንኩ",2
"Hamer","SG","ኖ","ኖ",1
"Hamer","PL","ና","ና",1
"Hamer","SG","ንኩ","ንኩ",2
"Hamer","SG","ኖ","ኖ",1
"Hamer","PL","ና","ና",1
"Hamer","SG","ኔ","ኔ",1
"Hamer","SG","ኔ","ኔ",1
"Hamer","SG","ኔ","ኔ",1
"Hamer","SG","ኔ","ኔ",1
"Hamer","PL","ኔ","ኔ",1
"Hamer","PL","ኔ","ኔ",1
"Hamer","PL","ኔ","ኔ",1
"Hamer",NA,"ና","ና",1
"Hamer",NA,"ኩ","ኩ",1
"Hamer",NA,"ዴዛ","ዴዛ",2
"Hamer",NA,"ታኩ","ታኩ",2
"Hamer",NA,"ቸቿንቸ","ቸቿንቸ",4
"Hamer",NA,"ቸ","ቸ",1
"Hamer",NA,"ቤኪ","ቤኪ",2
"Longgu","SG","i","i",1
"Longgu","PL","ara","ara",3
"Longgu","PL","arua","arua",4
"Longgu","SG","na","na",2
"Longgu","SG","na","na",2
"Longgu","SG","gu","gu",2
"Longgu","SG","mu","mu",2
"Longgu","PL","nggia","nggia",5
"Longgu","PL","ami","ami",3
"Longgu","PL","amu","amu",3
"Longgu","PL","nggira","nggira",6
"Longgu","PL","ra","ra",2
"Longgu","SG","a","a",1
"Longgu","SG","a","a",1
"Longgu","PL","rarua","rarua",5
"Longgu","PL","raolu","raolu",5
"Longgu","PL","ni","ni",2
"Longgu","SG","nggu","nggu",4
"Longgu","SG","na","na",2
"Longgu","SG","mami","mami",4
"Longgu","SG","da","da",2
"Longgu","SG","miu","miu",3
"Longgu","SG","inau","inau",4
"Longgu","SG","ioe","ioe",3
"Longgu","SG","ingaia","ingaia",6
"Longgu","PL","inggia","inggia",6
"Longgu","SG","nau","nau",3
"Longgu","SG","u","u",1
"Longgu","SG","o","o",1
"Longgu","PL","iami","iami",4
"Longgu","PL","inggira","inggira",7
"Longgu","DU_F","inggia rua","inggia rua",10
"Longgu","DU_F","iami","iami",4
"Longgu","DU_F","rua","rua",3
"Longgu","DU_F","inggira","inggira",7
"Longgu","DU_F","rua","rua",3
"Longgu","PAUC_F","oro","oro",3
"Longgu","SG","namoa","namoa",5
"Longgu","SG","ne","ne",2
"Longgu","SG","ne","ne",2
"Longgu","PL","nene","nene",4
"Longgu","PL","nene","nene",4
"Longgu","SG","ine","ine",3
"Longgu","SG","ine","ine",3
"Longgu","PL","nina","nina",4
"Longgu","PL","nina","nina",4
"Longgu","SG","nggine","nggine",6
"Longgu","SG","vete","vete",4
"Longgu","DU_F","gi","gi",2
"Longgu","PAUC_F","gi","gi",2
"Longgu","PL","gi","gi",2
"Larike","SG","a?u","a?u",3
"Larike","SG","ane","ane",3
"Larike","SG","mane","mane",4
"Larike","DU_F","arua","arua",4
"Larike","DU_F","itua","itua",4
"Larike","DU_F","irua","irua",4
"Larike","DU_F","matua","matua",5
"Larike","TR_F","aridu","aridu",5
"Larike","TR_F","itidu","itidu",5
"Larike","TR_F","iridu","iridu",5
"Larike","TR_F","matidu","matidu",6
"Larike","PL","ami","ami",3
"Larike","PL","ite","ite",3
"Larike","PL","imi","imi",3
"Larike","PL","mati","mati",4
"Larike","PL","ami-","ami",3
"Larike","PL","ite-","ite",3
"Larike","PL","imi-","imi",3
"Larike","PL","mati-","mati",4
"Larike","SG","aku-","aku",3
"Larike","SG","amu-","amu",3
"Larike","SG","mana-","mana",4
"Larike","SG","ir-","ir",2
"Larike","DU_F","aruar-","aruar",5
"Larike","DU_F","ituar-","ituar",5
"Larike","DU_F","iruar-","iruar",5
"Larike","DU_F","matuar-","matuar",6
"Larike","TR_F","aridur-","aridur",6
"Larike","TR_F","itidur-","itidur",6
"Larike","TR_F","iridur-","iridur",6
"Larike","TR_F","matuar-","matuar",6
"Larike","PL","amir-","amir",4
"Larike","PL","iter-","iter",4
"Larike","PL","imir-","imir",4
"Larike","PL","matir-","matir",5
"Larike","PL","irir-","irir",4
"Larike","SG","aku","aku",3
"Larike","SG","amu","amu",3
"Larike","SG","mana","mana",4
"Larike","SG","ir","ir",2
"Larike","DU_F","aruar","aruar",5
"Larike","DU_F","ituar","ituar",5
"Larike","DU_F","iruar","iruar",5
"Larike","DU_F","matuar","matuar",6
"Larike","TR_F","aridur","aridur",6
"Larike","TR_F","itidur","itidur",6
"Larike","TR_F","iridur","iridur",6
"Larike","TR_F","matuar","matuar",6
"Larike","PL","amir","amir",4
"Larike","PL","iter","iter",4
"Larike","PL","imir","imir",4
"Larike","PL","matir","matir",5
"Larike","PL","irir","irir",4
"Larike","SG","aku","aku",3
"Larike","SG","amu","amu",3
"Larike","SG","mana","mana",4
"Larike","SG","ir","ir",2
"Larike","DU_F","aruar","aruar",5
"Larike","DU_F","ituar","ituar",5
"Larike","DU_F","iruar","iruar",5
"Larike","DU_F","matuar","matuar",6
"Larike","TR_F","aridur","aridur",6
"Larike","TR_F","itidur","itidur",6
"Larike","TR_F","iridur","iridur",6
"Larike","TR_F","matuar","matuar",6
"Larike","PL","amir","amir",4
"Larike","PL","iter","iter",4
"Larike","PL","imir","imir",4
"Larike","PL","matir","matir",5
"Larike","PL","irir","irir",4
"Marshallese","SG","ña","ña",2
"Marshallese","SG","--","",0
"Marshallese","SG","kwe","kwe",3
"Marshallese","SG","e","e",1
"Marshallese","PL","kōm","kōm",3
"Marshallese","PL","kōj","kōj",3
"Marshallese","PL","koṃ","koṃ",3
"Marshallese","SG","na","na",2
"Marshallese","SG","eo","eo",2
"Marshallese","SG","kwe","kwe",3
"Marshallese","SG","eok","eok",3
"Marshallese","SG","e","e",1
"Marshallese","SG","e","e",1
"Marshallese","PL","koj","koj",3
"Marshallese","PL","koj","koj",3
"Marshallese","PL","kom","kom",3
"Marshallese","PL","kom","kom",3
"Marshallese","PL","kom","kom",3
"Marshallese","PL","komi","komi",4
"Marshallese","PL","kom","kom",3
"Marshallese","PL","komi","komi",4
"Marshallese","PL","er","er",2
"Marshallese","PL","er","er",2
"Marshallese","SG","ña","ña",2
"Marshallese",NA,"--","",0
"Marshallese","DU_F","kwe","kwe",3
"Marshallese","TR_F","e","e",1
"Marshallese","PAUC","kōm","kōm",3
"Marshallese","PL","kōj","kōj",3
"Marshallese","SG","koṃ","koṃ",3
"Marshallese",NA,"er","er",2
"Marshallese","DU_F","kōmro","kōmro",5
"Marshallese","TR_F","kōjro","kōjro",5
"Marshallese","PAUC","koṃro","koṃro",5
"Marshallese","PL","erro","erro",4
"Marshallese","SG","kōmjeel","kōmjeel",7
"Marshallese",NA,"kōjjeel","kōjjeel",7
"Marshallese","DU_F","koṃjeel","koṃjeel",7
"Marshallese","TR_F","erjeel","erjeel",6
"Marshallese","PAUC","kōm(je)eañ","kōmjeeañ",8
"Marshallese","PL","kōjeañ","kōjeañ",6
"Marshallese","SG","koṃ(je)eañ","koṃjeeañ",8
"Marshallese",NA,"er(je)eañ","erjeeañ",7
"Marshallese","DU_F","kōmwōj","kōmwōj",6
"Marshallese","TR_F","kōjwōj","kōjwōj",6
"Marshallese","PAUC","koṃwōj","koṃwōj",6
"Marshallese","PL","erwōj","erwōj",5
"Marshallese","SG","ña","ña",2
"Marshallese","SG","--","",0
"Marshallese","SG","kwe","kwe",3
"Marshallese","SG","e","e",1
"Marshallese",NA,"kōm","kōm",3
"Marshallese",NA,"kōj","kōj",3
"Marshallese",NA,"koṃ","koṃ",3
"Marshallese",NA,"er","er",2
"Marshallese","DU_F","kōmro","kōmro",5
"Marshallese","DU_F","kōjro","kōjro",5
"Marshallese","DU_F","koṃro","koṃro",5
"Marshallese","DU_F","erro","erro",4
"Marshallese","TR_F","kōmjeel","kōmjeel",7
"Marshallese","TR_F","kōjjeel","kōjjeel",7
"Marshallese","TR_F","koṃjeel","koṃjeel",7
"Marshallese","TR_F","erjeel","erjeel",6
"Marshallese","PAUC_F","kōm(je)eañ","kōmjeeañ",8
"Marshallese","PAUC_F","kōjeañ","kōjeañ",6
"Marshallese","PAUC_F","koṃ(je)eañ","koṃjeeañ",8
"Marshallese","PAUC_F","er(je)eañ","erjeeañ",7
"Marshallese","PL","kōmwōj","kōmwōj",6
"Marshallese","PL","kōjwōj","kōjwōj",6
"Marshallese","PL","koṃwōj","koṃwōj",6
"Marshallese","PL","erwōj","erwōj",5
"Upper Sorbian","SG","ja","ja",2
"Upper Sorbian","DU","moj","moj",3
"Upper Sorbian","PL","my","my",2
"Upper Sorbian","SG","mnje","mnje",4
"Upper Sorbian","SG","mje","mje",3
"Upper Sorbian","DU","naju","naju",4
"Upper Sorbian","PL","nas","nas",3
"Upper Sorbian","SG","mni","mni",3
"Upper Sorbian","SG","mi","mi",2
"Upper Sorbian","DU","namaj","namaj",5
"Upper Sorbian","PL","namaj","namaj",5
"Upper Sorbian","SG","mnje","mnje",4
"Upper Sorbian","DU","mje","mje",3
"Upper Sorbian","PL","naju","naju",4
"Upper Sorbian","SG","nas","nas",3
"Upper Sorbian","SG","mnu","mnu",3
"Upper Sorbian","DU","namaj","namaj",5
"Upper Sorbian","PL","nami","nami",4
"Upper Sorbian","SG","mni","mni",3
"Upper Sorbian","DU","namaj","namaj",5
"Upper Sorbian","PL","nas","nas",3
"Upper Sorbian","SG","ty","ty",2
"Upper Sorbian","DU","woj","woj",3
"Upper Sorbian","PL","wy","wy",2
"Upper Sorbian","SG","tebje","tebje",5
"Upper Sorbian","SG","ce","ce",2
"Upper Sorbian","DU","waju","waju",4
"Upper Sorbian","PL","was","was",3
"Upper Sorbian","SG","tebe","tebe",4
"Upper Sorbian","SG","ci","ci",2
"Upper Sorbian","DU","wam","wam",3
"Upper Sorbian","PL","wamaj","wamaj",5
"Upper Sorbian","SG","tebje","tebje",5
"Upper Sorbian","SG","ce","ce",2
"Upper Sorbian","DU","waju","waju",4
"Upper Sorbian","PL","was","was",3
"Upper Sorbian","SG","tobu","tobu",4
"Upper Sorbian","DU","wamaj","wamaj",5
"Upper Sorbian","PL","wami","wami",4
"Upper Sorbian","SG","tebi","tebi",4
"Upper Sorbian","DU","wamaj","wamaj",5
"Upper Sorbian","PL","was","was",3
"Upper Sorbian","SG","won","won",3
"Upper Sorbian","SG","wona","wona",4
"Upper Sorbian","SG","wono","wono",4
"Upper Sorbian","DU","wonaj","wonaj",5
"Upper Sorbian","DU","wonej","wonej",5
"Upper Sorbian","PL","woni","woni",4
"Upper Sorbian","PL","wonej","wonej",5
"Upper Sorbian","SG","njeho","njeho",5
"Upper Sorbian","SG","jeho","jeho",4
"Upper Sorbian","SG","njeje","njeje",5
"Upper Sorbian","SG","jeje","jeje",4
"Upper Sorbian","SG","njeho","njeho",5
"Upper Sorbian","SG","jeho","jeho",4
"Upper Sorbian","DU","njeju","njeju",5
"Upper Sorbian","DU","jeju","jeju",4
"Upper Sorbian","PL","nich","nich",4
"Upper Sorbian","PL","jich","jich",4
"Upper Sorbian","SG","njemu","njemu",5
"Upper Sorbian","SG","jemu","jemu",4
"Upper Sorbian","SG","njej","njej",4
"Upper Sorbian","SG","jej","jej",3
"Upper Sorbian","SG","njemu","njemu",5
"Upper Sorbian","SG","jemu","jemu",4
"Upper Sorbian","DU","nimaj","nimaj",5
"Upper Sorbian","DU","jimaj","jimaj",5
"Upper Sorbian","PL","nim","nim",3
"Upper Sorbian","PL","jim","jim",3
"Upper Sorbian","SG","njeho","njeho",5
"Upper Sorbian","SG","jeho","jeho",4
"Upper Sorbian","SG","njon","njon",4
"Upper Sorbian","SG","jon","jon",3
"Upper Sorbian","SG","nju","nju",3
"Upper Sorbian","SG","ju","ju",2
"Upper Sorbian","SG","nje","nje",3
"Upper Sorbian","SG","njo","njo",3
"Upper Sorbian","SG","je","je",2
"Upper Sorbian","SG","jo","jo",2
"Upper Sorbian","DU","njeju","njeju",5
"Upper Sorbian","DU","jeju","jeju",4
"Upper Sorbian","DU","njej","njej",4
"Upper Sorbian","DU","jej","jej",3
"Upper Sorbian","PL","nich","nich",4
"Upper Sorbian","PL","jich","jich",4
"Upper Sorbian","PL","nje","nje",3
"Upper Sorbian","PL","je","je",2
"Upper Sorbian","SG","nimaj","nimaj",5
"Upper Sorbian","SG","njej","njej",4
"Upper Sorbian","SG","nim","nim",3
"Upper Sorbian","DU","nimaj","nimaj",5
"Upper Sorbian","PL","nimi","nimi",4
"Upper Sorbian","SG","nim","nim",3
"Upper Sorbian","SG","njej","njej",4
"Upper Sorbian","SG","nim","nim",3
"Upper Sorbian","DU","nimaj","nimaj",5
"Upper Sorbian","PL","nich","nich",4
"Upper Sorbian","SG","--","",0
"Upper Sorbian","SG","a","a",1
"Upper Sorbian","SG","u","u",1
"Upper Sorbian","SG","ej","ej",2
"Upper Sorbian","SG","om","om",2
"Upper Sorbian","SG","u","u",1
"Upper Sorbian","SG","e","e",1
"Upper Sorbian","SG","o","o",1
"Upper Sorbian","SG","e","e",1
"Upper Sorbian","SG","o","o",1
"Upper Sorbian","DU","ej","ej",2
"Upper Sorbian","DU","aj","aj",2
"Upper Sorbian","DU","ow","ow",2
"Upper Sorbian","DU","omaj","omaj",4
"Upper Sorbian","DU","omaj","omaj",4
"Upper Sorbian","DU","omaj","omaj",4
"Upper Sorbian","PL","ojo","ojo",3
"Upper Sorbian","PL","ojo","ojo",3
"Upper Sorbian","PL","a","a",1
"Upper Sorbian","PL","e","e",1
"Upper Sorbian","PL","y","y",1
"Upper Sorbian","PL","i","i",1
"Upper Sorbian","PL","ow","ow",2
"Upper Sorbian","PL","i","i",1
"Upper Sorbian","PL","ow","ow",2
"Upper Sorbian","PL","am","am",2
"Upper Sorbian","PL","emi","emi",3
"Upper Sorbian","PL","ami","ami",3
"Upper Sorbian","PL","ach","ach",3
"Upper Sorbian","SG","a","a",1
"Upper Sorbian","SG","--","",0
"Upper Sorbian","SG","e","e",1
"Upper Sorbian","SG","y","y",1
"Upper Sorbian","SG","i","i",1
"Upper Sorbian","SG","i","i",1
"Upper Sorbian","SG","y","y",1
"Upper Sorbian","SG","e","e",1
"Upper Sorbian","SG","u","u",1
"Upper Sorbian","SG","--","",0
"Upper Sorbian","SG","u","u",1
"Upper Sorbian","DU","i","i",1
"Upper Sorbian","DU","y","y",1
"Upper Sorbian","DU","e","e",1
"Upper Sorbian","DU","ow","ow",2
"Upper Sorbian","DU","omaj","omaj",4
"Upper Sorbian","PL","e","e",1
"Upper Sorbian","PL","y","y",1
"Upper Sorbian","PL","i","i",1
"Upper Sorbian","PL","ow","ow",2
"Upper Sorbian","PL","am","am",2
"Upper Sorbian","PL","emi","emi",3
"Upper Sorbian","PL","ami","ami",3
"Upper Sorbian","PL","ach","ach",3
"Upper Sorbian","SG","e","e",1
"Upper Sorbian","SG","o","o",1
"Upper Sorbian","SG","a","a",1
"Upper Sorbian","SG","u","u",1
"Upper Sorbian","SG","om","om",2
"Upper Sorbian","SG","u","u",1
"Upper Sorbian","SG","i","i",1
"Upper Sorbian","SG","y","y",1
"Upper Sorbian","SG","e","e",1
"Upper Sorbian","SG","i","i",1
"Upper Sorbian","SG","ow","ow",2
"Upper Sorbian","SG","omaj","omaj",4
"Upper Sorbian","SG","a","a",1
"Upper Sorbian","SG","i","i",1
"Upper Sorbian","SG","ow","ow",2
"Upper Sorbian","SG","am","am",2
"Upper Sorbian","SG","emi","emi",3
"Upper Sorbian","SG","ami","ami",3
"Upper Sorbian","SG","ach","ach",3
"Sanskrit","SG","-s","s",1
"Sanskrit","SG","-m","m",1
"Sanskrit","SG","-am","am",2
"Sanskrit","SG","-m","m",1
"Sanskrit","SG","-ā","ā",1
"Sanskrit","SG","-e","e",1
"Sanskrit","SG","-as","as",2
"Sanskrit","SG","-as","as",2
"Sanskrit","SG","-i","i",1
"Sanskrit","SG","-s","s",1
"Sanskrit","SG","--","",0
"Sanskrit","DU","-au","au",2
"Sanskrit","DU","-ī","ī",1
"Sanskrit","DU","-au","au",2
"Sanskrit","DU","-ī","ī",1
"Sanskrit","DU","-bhyām","bhyām",5
"Sanskrit","DU","-bhyām","bhyām",5
"Sanskrit","DU","-bhyām","bhyām",5
"Sanskrit","DU","-os","os",2
"Sanskrit","DU","-os","os",2
"Sanskrit","DU","-au","au",2
